,Price,Beds,Baths,Area,Pets,Street,City,Region,Zip
3972,"5,652 ",2,2,"1,056",Yes,"2 N 6th Pl Apt 16H,                  ",Brooklyn,NY,11249
3974,"4,195 ",1,1,695,No,"252 South St Unit 20C,                  ",Manhattan,NY,10002
3975,"35,000 ",4,4,"3,217",Yes,"111 Murray St Unit 47WEST,                  ",Manhattan,NY,10007
3980,"4,800 ",2,2,"1,500",Yes,"10 Montieth St Apt 326,                  ",Brooklyn,NY,11206
3983,"7,000 ",4,3,"2,224",No,"4490 Fieldston Rd Unit Townhouse,                  ",Bronx,NY,10471
3985,"5,200 ",4,2,"1,350",Yes,"17 Monitor St Apt 5H,                  ",Brooklyn,NY,11222
3986,"5,271 ",2,2,966,Yes,"670 Pacific St Apt 806,                  ",Brooklyn,NY,11217
3987,"5,400 ",1,1,500,Yes,"20 Exchange Pl Apt 5102,                  ",Manhattan,NY,10005
3988,"9,000 ",2,2,800,Yes,"189 W 89th St Apt 14C,                  ",Manhattan,NY,10024
3989,"6,550 ",1,1,822,Yes,"50 W 34th St Apt 16C5,                  ",Manhattan,NY,10001
3990,"5,300 ",1,1,591,Yes,"401 W 34th St Unit S19G,                  ",Manhattan,NY,10001
3991,"5,500 ",3,1,750,No,"10 Hanover Sq Apt 11G,                  ",Manhattan,NY,10005
3992,"5,000 ",2,1,750,Yes,"145 Mulberry St,                  ",Manhattan,NY,10013
3993,"7,500 ",2,1,697,Yes,"500 W 56th St Apt 1606,                  ",Manhattan,NY,10019
3994,"5,250 ",2,2,"1,200",Yes,"388 Bridge St Apt 37G,                  ",Brooklyn,NY,11201
3995,"4,200 ",0,1,500,No,"101 W End Ave Apt 10T,                  ",Manhattan,NY,10023
3997,"13,000 ",3,2,"1,650",Yes,"205 E 92nd St Apt 37B,                  ",New York,NY,10128
3999,"9,000 ",3,2,"1,000",Yes,"305 E 86th St Apt 2CW,                  ",Manhattan,NY,10028
4000,"7,500 ",2,2,"2,000",Yes,"416 W 52nd St Unit TH213,                  ",New York,NY,10019
4002,"2,300 ",2,1,900,No,"29 Furman Ave Unit 3,                  ",Brooklyn,NY,11207
4003,"2,450 ",4,1,"1,148",No,"3325 Fish Ave,                  ",Bronx,NY,10469
4004,"18,000 ",3,3,"2,600",No,"150 W 51st St Apt 704,                  ",Manhattan,NY,10019
4006,"6,300 ",2,2,"1,210",No,"415 E 37th St Apt 42A,                  ",New York,NY,10016
4008,"17,895 ",4,3,"2,890",Yes,"15 W 53rd St Unit 23BC,                  ",New York,NY,10019
4009,"3,425 ",3,1,"3,500",No,"32-85 36th St,                  ",Astoria,NY,11103
4011,"5,660 ",2,2,"1,103",Yes,"2 N 6th Pl Apt 23J,                  ",Brooklyn,NY,11249
4014,"7,787 ",3,3,"1,765",Yes,"2 N 6th Pl Apt 1P,                  ",Brooklyn,NY,11249
4016,"2,395 ",0,1,400,No,"7 W 87th St Unit 3,                  ",Manhattan,NY,10024
4017,"20,000 ",4,4,"3,141",No,"1355 1st Ave Unit 10,                  ",Manhattan,NY,10021
4018,"20,000 ",2,2,"1,175",No,"123 Washington St Ph 56B,                  ",Manhattan,NY,10006
4019,"12,500 ",2,2,"2,016",No,"845 United Nations Plz Apt 62A,                  ",Manhattan,NY,10017
4021,"7,000 ",3,3,"1,550",No,"32 W 105th St Apt 1,                  ",New York,NY,10025
4024,"4,600 ",1,1,606,Yes,"189 W 89th St Apt 12N,                  ",Manhattan,NY,10024
4025,"2,900 ",3,1,800,Yes,"522 W 148th St Apt B,                  ",Manhattan,NY,10031
4027,"17,500 ",3,2,900,No,"101 W End Ave Apt 30D,                  ",Manhattan,NY,10023
4028,"9,000 ",5,2,"2,500",No,"165 W 26th St Apt 3E,                  ",Manhattan,NY,10001
4029,"4,500 ",0,1,350,Yes,"189 W 89th St Apt 14H,                  ",Manhattan,NY,10024
4030,"5,200 ",2,3,"1,050",Yes,"220 E 84 C St Unit 1,                  ",Manhattan,NY,10028
4031,"6,000 ",2,1,600,No,"401 E 34th St Apt N27F,                  ",Manhattan,NY,10016
4032,"4,800 ",1,1,635,Yes,"401 W 34th St Unit S11L,                  ",Manhattan,NY,10001
4033,"4,400 ",2,2,920,Yes,"670 Pacific St Apt 701,                  ",Brooklyn,NY,11217
4034,"5,400 ",0,1,557,Yes,"105 Duane St Apt 46C,                  ",Manhattan,NY,10007
4035,"6,590 ",1,1,630,Yes,"95 Wall St Apt 1412,                  ",Manhattan,NY,10005
4036,"28,000 ",4,3,"3,452",Yes,"177 Ninth Ave,                  ",New York,NY,10011
4038,"26,000 ",4,3,"4,600",No,"15 W 18th St Fl 3,                  ",Manhattan,NY,10011
4039,"7,500 ",2,1,600,No,"401 E 34th St Apt N5H,                  ",Manhattan,NY,10016
4040,"7,250 ",2,1,790,Yes,"105 Duane St Apt 32H,                  ",Manhattan,NY,10007
4041,"5,200 ",4,2,"1,000",Yes,"8 W 105th St Apt 2D,                  ",New York,NY,10025
4043,"5,000 ",2,1,919,Yes,"310 W 52nd St Apt 8J,                  ",New York,NY,10019
4046,"5,500 ",2,2,"1,154",Yes,"330 E 33rd St Apt 12J,                  ",New York,NY,10016
4047,"6,815 ",2,2,"1,114",Yes,"800 Avenue of the Americas Apt 21G,                  ",Manhattan,NY,10001
4048,"3,200 ",1,1,700,No,"229 W 16th St Apt 1C,                  ",New York,NY,10011
4049,"1,899 ",2,1,750,No,"8201 19th Ave Apt B7,                  ",Brooklyn,NY,11214
4050,"4,550 ",2,2,953,Yes,"44-41 Purves St Unit 2401,                  ",Queens,NY,11101
4051,"7,650 ",2,2,973,Yes,"242 W 53rd St Apt 49D,                  ",New York,NY,10019
4058,"1,600 ",1,1,700,No,"2081 Cruger Ave Apt 3G,                  ",Pelham,NY,10462
4059,"2,600 ",4,2,"2,050",No,"45 Stafford Ave Unit 1,                  ",Staten Island,NY,10312
4060,"2,350 ",3,1,"1,990",No,"3671 E Tremont Ave,                  ",Bronx,NY,10465
4061,"32,000 ",5,4,"3,950",Yes,"222 E 81st St Unit House,                  ",New York,NY,10028
4064,"4,700 ",2,2,909,Yes,"42-20 27th St Unit 812,                  ",Queens,NY,11101
4065,"6,500 ",2,2,"1,627",Yes,"113 Kane St Apt 3B,                  ",Brooklyn,NY,11231
4066,"13,500 ",3,3,"1,720",Yes,"100 Riverside Blvd Apt 3A,                  ",New York,NY,10069
4069,"9,000 ",5,2,"2,500",No,"171 Canal St Unit 2A,                  ",Manhattan,NY,10013
4071,"7,500 ",2,2,700,Yes,"10 E 29th St Apt 4G,                  ",Manhattan,NY,10016
4072,"4,500 ",3,1,750,No,"440 W 45th St Apt 1R,                  ",Manhattan,NY,10036
4073,"6,800 ",4,1,"1,200",No,"164 Bowery Apt 2F,                  ",Manhattan,NY,10012
4074,"4,200 ",0,1,400,No,"101 W End Ave Apt 12V,                  ",Manhattan,NY,10023
4075,"5,600 ",1,1,618,Yes,"235 W 48th St Apt 25H,                  ",Manhattan,NY,10036
4076,"3,250 ",0,1,450,No,"331 E 14th St Apt 2D,                  ",Manhattan,NY,10003
4079,"4,600 ",0,1,535,Yes,"95 Wall St Apt 1510,                  ",Manhattan,NY,10005
4080,"4,600 ",0,1,465,Yes,"535 W 23rd St Apt S4K,                  ",Manhattan,NY,10011
4081,"3,495 ",2,1,700,No,"440 W 45th St Apt 3E,                  ",Manhattan,NY,10036
4082,"4,800 ",2,1,900,No,"179 Grand St Apt 2F,                  ",Manhattan,NY,10013
4083,"6,500 ",2,2,"1,600",No,"319 W 80th St Unit 1,                  ",Manhattan,NY,10024
4085,"4,900 ",0,1,438,Yes,"67 Wall St Apt 22E,                  ",Manhattan,NY,10005
4087,"5,400 ",0,1,455,No,"101 W 15th St Apt 222,                  ",Manhattan,NY,10011
4090,"3,950 ",1,1,600,No,"237 Sullivan St Apt 1A,                  ",Manhattan,NY,10012
4091,"8,700 ",2,1,762,Yes,"105 Duane St Apt 20F,                  ",Manhattan,NY,10007
4092,"3,800 ",1,1,800,Yes,"200 Riverside Blvd Apt 14H,                  ",New York,NY,10069
4093,"26,000 ",3,3,"2,621",Yes,"252 E 57th St Apt 54A,                  ",New York,NY,10022
4095,"2,000 ",2,1,800,No,"2 Davit Ct,                  ",Bronx,NY,10473
4096,"2,300 ",3,1,"1,400",No,"1407 Fteley Ave Unit 2,                  ",Bronx,NY,10472
4098,"7,250 ",3,2,"2,500",No,"4475 Waldo Ave Unit Townhouse,                  ",Bronx,NY,10471
4099,"2,200 ",2,1,950,No,"2860 Bailey Ave Apt 2C,                  ",Bronx,NY,10463
4100,"4,500 ",2,1,"1,000",No,"206 Vanderbilt Ave Unit 1,                  ",Brooklyn,NY,11205
4101,"2,499 ",2,2,"1,075",Yes,"6709 Forest Ave Apt 1L,                  ",Queens,NY,11385
4102,"5,700 ",1,1,530,No,"75 Wall St Apt 27G,                  ",Manhattan,NY,10005
4103,"12,000 ",3,2,"1,200",Yes,"Spruce St Unit 53A,                  ",Manhattan,NY,10038
4104,"2,995 ",1,1,700,Yes,"1485 5th Ave Apt 23C,                  ",New York,NY,10035
4105,"3,295 ",0,1,570,Yes,"312 11th Ave Apt 10M,                  ",Manhattan,NY,10001
4106,"15,000 ",5,4,"3,600",No,"526 Carlton Ave,                  ",Brooklyn,NY,11238
4109,"2,700 ",1,1,"1,100",Yes,"80 Bay St Unit 5D,                  ",Staten Island,NY,10301
4110,"10,536 ",3,3,"1,378",Yes,"2 N 6th Pl Apt 40D,                  ",Brooklyn,NY,11249
4111,"3,000 ",1,1,578,Yes,"20 West St Apt 15F,                  ",New York,NY,10004
4112,"2,725 ",2,1,850,Yes,"19-61 80th St # 2,                  ",East Elmhurst,NY,11370
4113,"2,900 ",2,1,600,Yes,"146 Meserole St Apt 3G,                  ",Brooklyn,NY,11206
4114,"2,600 ",3,2,"1,364",No,"58 Jaffe St,                  ",Staten Island,NY,10314
4115,"1,775 ",1,1,"2,160",No,"53 Montgomery Ave Apt 3,                  ",Staten Island,NY,10301
4117,"5,014 ",2,2,"1,135",Yes,"86 Fleet Pl Apt 23A,                  ",Brooklyn,NY,11201
4118,"4,881 ",2,2,"1,038",Yes,"86 Fleet Pl Apt 30C,                  ",Brooklyn,NY,11201
4119,"2,928 ",0,1,500,Yes,"1 N 4th Pl Apt 19H,                  ",Brooklyn,NY,11249
4122,"3,800 ",1,1,758,No,"635 W 42nd St Apt 19F,                  ",Manhattan,NY,10036
4123,"3,919 ",1,1,746,Yes,"63 Wall St Apt 3001,                  ",Manhattan,NY,10005
4124,"57,500 ",3,4,"4,200",Yes,"351 E 51st St Unit L6B,                  ",Manhattan,NY,10022
4125,"3,277 ",0,1,728,Yes,"200 Water St Apt 427,                  ",Manhattan,NY,10038
4126,"40,000 ",5,6,"4,000",Yes,"635 W 42nd St Unit 27A28A,                  ",New York,NY,10036
4127,"4,499 ",2,2,970,Yes,"42-20 27th St Unit 510,                  ",Queens,NY,11101
4131,"5,500 ",1,1,686,No,"250 W 50th St Apt 36D,                  ",New York,NY,10019
4133,"3,995 ",1,1,615,Yes,"59 W 55th St # N,                  ",New York,NY,10019
4134,"4,325 ",3,1,"1,200",Yes,"17 Monitor St Apt 1E,                  ",Brooklyn,NY,11222
4135,"5,500 ",0,1,436,Yes,"105 Duane St Apt 20D,                  ",Manhattan,NY,10007
4137,"5,090 ",1,1,585,Yes,"500 W 56th St Apt 918,                  ",Manhattan,NY,10019
4138,"4,500 ",1,1,600,No,"840 9th Ave Unit 1,                  ",Manhattan,NY,10019
4139,"4,700 ",0,1,465,Yes,"500 W 56th St Apt 1005,                  ",Manhattan,NY,10019
4140,"5,700 ",1,1,604,Yes,"500 W 56th St Apt 2308,                  ",Manhattan,NY,10019
4141,"9,500 ",5,3,"3,000",No,"204 E 58th St Unit Th,                  ",Manhattan,NY,10022
4142,"5,700 ",0,1,516,Yes,"400 Chambers St Apt 18M,                  ",Manhattan,NY,10282
4143,"4,400 ",2,1,350,No,"35 E 7th St Unit 1BA,                  ",Manhattan,NY,10003
4144,"7,190 ",2,2,748,Yes,"400 Chambers St Apt 18R,                  ",Manhattan,NY,10282
4145,"6,600 ",1,1,604,Yes,"235 W 48th St Apt 43K,                  ",Manhattan,NY,10036
4146,"6,900 ",2,2,945,Yes,"271 W 47th St Apt 47B,                  ",Manhattan,NY,10036
4147,"5,100 ",1,1,526,No,"67 Wall St Apt 19J,                  ",Manhattan,NY,10005
4148,"4,800 ",0,1,494,Yes,"245 E 40th St Apt 33G,                  ",Manhattan,NY,10016
4149,"7,000 ",3,1,750,No,"401 E 34th St Apt S27G,                  ",Manhattan,NY,10016
4151,"6,000 ",2,2,600,No,"120 Lexington Ave Unit 3,                  ",Manhattan,NY,10016
4152,"7,000 ",3,1,750,Yes,"784 Columbus Ave Apt 8P,                  ",Manhattan,NY,10025
4154,"5,800 ",0,1,562,Yes,"325 N End Ave Apt 10L,                  ",Manhattan,NY,10282
4155,"3,923 ",1,1,618,Yes,"200 Water St Ph 18,                  ",Manhattan,NY,10038
4156,"4,500 ",0,1,350,Yes,"189 W 89th St Apt 10H,                  ",Manhattan,NY,10024
4157,"7,200 ",2,2,790,Yes,"105 Duane St Apt 42H,                  ",Manhattan,NY,10007
4158,"5,700 ",0,1,536,Yes,"105 Duane St Apt 40D,                  ",Manhattan,NY,10007
4159,"2,215 ",0,1,400,Yes,"10 Montieth St Apt 241,                  ",Brooklyn,NY,11206
4160,"5,690 ",1,1,643,No,"470 2nd Ave Apt 14F,                  ",Manhattan,NY,10016
4161,"3,300 ",1,1,662,Yes,"20 Pine St Apt 1009,                  ",New York,NY,10005
4162,"8,900 ",3,2,"1,667",Yes,"243 W 60th St Apt 3A,                  ",New York,NY,10023
4163,"2,600 ",2,1,"1,000",No,"7501 Fort Hamilton /Fl Pkwy Unit 2,                  ",Brooklyn,NY,11228
4164,"18,000 ",3,3,"2,016",No,"252 E 57th St Apt 37A,                  ",New York,NY,10022
4166,"2,830 ",0,1,483,Yes,"94 N 3rd St,                  ",Brooklyn,NY,11249
4167,"5,510 ",2,2,"1,200",Yes,"45 Hoyt St Apt 20K,                  ",Brooklyn,NY,11201
4169,"2,950 ",4,3,"2,825",No,"244 Richmond Ter Unit A,                  ",Staten Island,NY,10301
4170,"3,800 ",3,2,750,No,"1875 Lexington Ave Unit 1A,                  ",New York,NY,10035
4171,"2,200 ",3,1,"1,500",No,"1758 Bartow Ave,                  ",Bronx,NY,10469
4173,"2,450 ",3,1,900,No,"2729 Matthews Ave Unit 2,                  ",Bronx,NY,10467
4174,"6,950 ",2,2,"1,151",No,"325 Fifth Ave Unit 38C,                  ",New York,NY,10016
4175,"2,300 ",3,1,"1,400",No,"615 Warwick St Unit 2,                  ",Brooklyn,NY,11207
4176,"5,495 ",2,2,"1,038",Yes,"1 N 4th Pl Apt 11K,                  ",Brooklyn,NY,11249
4177,"3,677 ",0,1,464,Yes,"800 Avenue of the Americas Apt 37A,                  ",Manhattan,NY,10001
4178,"2,599 ",0,1,386,Yes,"312 11th Ave Unit 09F,                  ",Manhattan,NY,10001
4180,"3,765 ",1,1,686,Yes,"312 11th Ave Unit 07C,                  ",Manhattan,NY,10001
4181,"2,800 ",3,1,"1,420",No,"19 Elmira Ave,                  ",Staten Island,NY,10314
4182,"2,990 ",0,1,498,Yes,"490 2nd Ave Apt 15B,                  ",Manhattan,NY,10016
4183,"6,500 ",4,2,"1,650",Yes,"28 Cliff St Apt 3,                  ",New York,NY,10038
4185,"18,000 ",4,4,"3,814",Yes,"240 E 47th St Apt 39DEF,                  ",New York,NY,10017
4186,"59,000 ",6,6,"6,200",No,"132 E 62nd St,                  ",New York,NY,10065
4190,"10,500 ",2,2,"1,534",Yes,"200 Chambers St Apt 17C,                  ",New York,NY,10007
4193,"17,995 ",3,3,"1,605",Yes,"242 W 53rd St Ph 62A,                  ",New York,NY,10019
4194,"4,578 ",2,1,851,Yes,"312 11th Ave Apt 12K,                  ",Manhattan,NY,10001
4195,"3,200 ",4,2,"1,200",No,"70-16 67th St Unit 2,                  ",Glendale,NY,11385
4196,"11,500 ",3,3,"2,000",Yes,"555 W 59th St Apt 29B,                  ",New York,NY,10019
4198,"5,000 ",2,1,"1,200",No,"112 E 37th St Apt 5,                  ",New York,NY,10016
4199,"3,925 ",2,1,925,No,"545 W 111th St Apt 3E,                  ",Manhattan,NY,10025
4201,"4,900 ",1,1,830,No,"160 Central Park S Unit 1160,                  ",New York,NY,10019
4204,"1,775 ",1,1,700,No,"53 Montgomery Ave,                  ",Staten Island,NY,10301
4205,"21,000 ",3,3,"2,378",No,"15 Hudson Yards Unit 75A,                  ",New York,NY,10001
4206,"28,700 ",3,3,"2,362",No,"15 Hudson Yards Unit 77A,                  ",New York,NY,10001
4207,"31,900 ",3,3,"2,353",No,"15 Hudson Yards Unit 78A,                  ",New York,NY,10001
4208,"3,500 ",3,1,"1,200",Yes,"5612 Post Rd,                  ",Bronx,NY,10471
4210,"4,881 ",2,2,"1,200",Yes,"86 Fleet Pl Apt 3A,                  ",Brooklyn,NY,11201
4211,"4,796 ",2,2,"1,141",Yes,"86 Fleet Pl Apt 8U,                  ",Brooklyn,NY,11201
4213,"5,567 ",2,2,"1,141",Yes,"86 Fleet Pl Apt 30U,                  ",Brooklyn,NY,11201
4215,"3,450 ",0,1,520,Yes,"50 W 34th St Apt 18A05,                  ",Manhattan,NY,10001
4217,"3,050 ",0,1,520,Yes,"50 W 34th St Apt 16B02,                  ",Manhattan,NY,10001
4218,"4,900 ",1,1,956,Yes,"50 W 34th St Apt 25B01,                  ",Manhattan,NY,10001
4219,"3,550 ",1,1,520,Yes,"50 W 34th St Apt 18B02,                  ",Manhattan,NY,10001
4220,"3,662 ",1,1,641,Yes,"63 Wall St Apt 2907,                  ",Manhattan,NY,10005
4221,"27,500 ",4,4,"3,100",No,"100 Norfolk St Unit Phbc,                  ",Manhattan,NY,10002
4223,"5,425 ",2,2,"1,465",Yes,"42-20 27th St Unit 1404,                  ",Queens,NY,11101
4225,"3,500 ",3,2,"1,600",Yes,"2061 Narragansett Ave Unit 2,                  ",Bronx,NY,10461
4227,"2,700 ",2,1,950,No,"152 Tier St Apt 212C,                  ",Bronx,NY,10464
4229,"3,400 ",1,1,631,Yes,"42-20 27th St Unit 908,                  ",Queens,NY,11101
4230,"3,400 ",1,1,575,Yes,"42-20 27th St Unit 913,                  ",Queens,NY,11101
4231,"4,576 ",1,1,750,Yes,"15 Cliff St Apt 22A,                  ",Manhattan,NY,10038
4232,"2,500 ",2,1,"1,100",No,"157-70 11th Ave,                  ",Whitestone,NY,11357
4234,"12,500 ",3,3,"3,200",No,"206 W 137th St Unit Thouse,                  ",New York,NY,10030
4235,"3,700 ",4,3,"1,700",No,"211 Surf Dr,                  ",Bronx,NY,10473
4236,"5,600 ",0,1,395,Yes,"235 W 48th St Apt 19A,                  ",Manhattan,NY,10036
4237,"5,000 ",1,1,600,Yes,"20 Exchange Pl Apt 3302,                  ",Manhattan,NY,10005
4238,"5,600 ",1,1,618,Yes,"235 W 48th St Apt 25G,                  ",Manhattan,NY,10036
4239,"5,100 ",1,1,420,Yes,"250 E Houston St Apt 6E,                  ",Manhattan,NY,10002
4240,"6,400 ",0,1,557,Yes,"105 Duane St Apt 30D,                  ",Manhattan,NY,10007
4241,"5,750 ",0,1,488,No,"450 W 17th St Apt 405,                  ",Manhattan,NY,10011
4242,"5,600 ",0,1,557,Yes,"105 Duane St Apt 41C,                  ",Manhattan,NY,10007
4243,"4,800 ",0,1,432,No,"41 Park Ave Apt 3G,                  ",Manhattan,NY,10016
4244,"4,600 ",1,1,465,Yes,"400 E 57th St Apt 6R,                  ",Manhattan,NY,10022
4245,"9,000 ",2,2,800,Yes,"189 W 89th St Apt 4J,                  ",Manhattan,NY,10024
4246,"5,500 ",0,1,520,Yes,"10 Downing St Apt 4E,                  ",Manhattan,NY,10014
4247,"6,190 ",1,1,618,Yes,"235 W 48th St Apt 31E,                  ",Manhattan,NY,10036
4248,"6,400 ",2,1,697,Yes,"67 Wall St Apt 17G,                  ",Manhattan,NY,10005
4249,"6,400 ",0,1,544,Yes,"10 Downing St Apt 5B,                  ",Manhattan,NY,10014
4250,"4,020 ",1,1,580,Yes,"800 Avenue of the Americas Apt 14F,                  ",Manhattan,NY,10001
4251,"5,500 ",3,1,750,No,"10 Hanover Sq Apt 5E,                  ",Manhattan,NY,10005
4252,"7,000 ",1,1,790,Yes,"10 Downing St Apt 2G,                  ",Manhattan,NY,10014
4253,"5,990 ",1,1,697,No,"450 W 42nd St Apt 20Q,                  ",Manhattan,NY,10036
4254,"6,290 ",0,1,522,Yes,"1 Union Sq S Apt 21B,                  ",Manhattan,NY,10003
4255,"4,800 ",0,1,437,Yes,"189 W 89th St Apt 12H,                  ",Manhattan,NY,10024
4256,"8,000 ",3,2,"1,000",No,"401 E 34th St Apt S7H,                  ",Manhattan,NY,10016
4257,"5,400 ",1,1,599,Yes,"500 W 56th St Apt 1407,                  ",Manhattan,NY,10019
4258,"6,500 ",2,1,600,No,"401 E 34th St Apt S20G,                  ",Manhattan,NY,10016
4260,"6,200 ",1,1,683,Yes,"235 W 48th St Apt 37L,                  ",Manhattan,NY,10036
4261,"6,100 ",2,2,"1,000",Yes,"271 W 47th St Apt 32F,                  ",Manhattan,NY,10036
4263,"9,500 ",3,3,"1,489",Yes,"325 5th Ave Apt 42A,                  ",New York,NY,10016
4267,"7,999 ",3,2,500,Yes,"323 W 47th St Apt 3B,                  ",Manhattan,NY,10036
4268,"6,900 ",2,1,746,Yes,"400 Chambers St Apt 15R,                  ",Manhattan,NY,10282
4269,"1,800 ",2,1,"1,865",No,"15 White St,                  ",Staten Island,NY,10305
4270,"2,100 ",1,1,700,No,"37 Centre St Unit 1,                  ",Bronx,NY,10464
4271,"17,500 ",8,6,"9,856",Yes,"5041 Goodridge Ave,                  ",Bronx,NY,10471
4274,"6,750 ",1,2,"1,204",Yes,"70 Washington /Cabana6 St Unit 7U,                  ",New York,NY,11201
4278,"7,500 ",2,2,"1,922",Yes,"15 Broad St Apt 3300,                  ",New York,NY,10005
4281,"3,731 ",1,1,650,Yes,"730 Columbus Ave Apt 12J,                  ",New York,NY,10025
4283,"3,804 ",1,1,597,Yes,"1 N 4th Pl Apt 38J,                  ",Brooklyn,NY,11249
4284,"7,481 ",3,2,"1,388",Yes,"1 N 4th Pl Ph 3G,                  ",Brooklyn,NY,11249
